#				
#   VizieR Astronomical Server vizier.u-strasbg.fr				
#    Date: 2021-04-23T06:47:17 [V1.99+ (14-Oct-2013)]				
#   In case of problem, please report to:	cds-question@unistra.fr			
#				
#				
#Coosys	J2000:	eq_FK5 J2000		
#INFO	votable-version=1.99+ (14-Oct-2013)			
#INFO	-ref=VIZ60826c0f15d4da			
#INFO	-out.max=9999			
#INFO	queryParameters=9			
#-oc.form=dec				
#-out.max=9999				
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&				
#-source=J/AJ/159/60/table1				
#-order=I				
#-out=TIC				
#-out=Sec				
#-out=Outbst				
#-out=Flare				
#				
				
#RESOURCE=yCat_51590060				
#Name: J/AJ/159/60				
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)				
#Table	J_AJ_159_60_table1:			
272362527	2	1	1	
272362527	2	2	1	
272362527	2	3	1	
272362527	2	3	2	
273369281	1	1	1	
273369281	1	2	1	
273369281	1	3	1	
273369281	1	4	1	
273395799	1	2	1	
273395799	1	3	1	
273395799	1	4	1	
273395799	1	4	2	
273395799	1	5	1	
273395799	1	6	1	
273395799	1	6	2	
273416539	1	1	1	
273416539	1	2	1	
273416539	1	3	1	
273416539	1	4	1	
273416539	1	5	1	
273416539	1	7	1	
273416539	1	10	1	
273416539	1	10	2	
273512747	1	1	1	
273512747	1	4	1	
273512747	1	5	1	
273512747	1	6	1	
273512747	1	7	1	
273512747	1	8	1	
273515033	1	1	1	
273515033	1	3	1	
273550461	1	2	1	
273550461	1	2	2	
273550465	1	1	1	
273550465	1	2	1	
273551414	1	3	1	
273551414	1	3	2	
273551414	1	3	3	
273606451	1	1	1	
273699558	1	1	1	
273789976	1	1	1	
273792220	1	1	1	
273792220	1	1	2	
273792220	1	2	1	
273792220	1	2	2	
273792220	2	1	1	
273792220	2	1	2	
273849828	2	1	1	
273853024	1	2	1	
273853024	1	3	1	
273853024	1	4	1	
273853024	1	5	1	
273853024	2	1	1	
273853024	2	2	1	
273853024	2	2	2	
273853024	2	3	1	
273853024	2	3	2	
273864083	2	1	1	
274017928	1	1	1	
274017928	1	2	1	
274017928	1	4	1	
274017928	1	5	1	
274017928	1	5	2	
274017928	1	6	1	
274017928	1	6	2	
274017928	1	6	3	
274017928	1	7	1	
274017928	1	8	1	
274017928	1	9	1	
277102246	1	1	1	
277102246	1	2	1	
277102246	1	3	1	
277102246	1	4	1	
277102246	1	5	1	
277102246	1	6	1	
277102246	2	1	1	
277102246	2	2	1	
277102246	2	5	1	
277298771	1	1	1	
277298771	1	1	2	
277298771	1	2	1	
277298771	1	3	1	
277298771	1	3	2	
277298771	1	3	3	
277298771	1	4	1	
277298771	1	4	2	
277298771	1	5	1	
277298771	1	6	1	
277298771	1	7	1	
277298771	1	7	2	
277298771	1	8	1	
277298771	1	9	1	
277298771	1	10	1	
277298771	1	11	1	
277298771	1	11	2	
277298771	1	11	3	
277298771	2	1	1	
277298771	2	1	2	
277298771	2	2	1	
277298771	2	3	1	
277298771	2	3	2	
277298771	2	5	1	
277298771	2	7	1	
277298771	2	7	2	
277298771	2	8	1	
277298771	2	9	1	
277298771	2	10	1	
277298771	2	11	1	
277298771	2	12	1	
277298771	2	12	2	
277298771	2	13	1	
277298771	2	14	1	
277298771	2	15	1	
277298771	2	16	1	
277298771	2	17	1	
277298771	2	18	1	
277298771	2	19	1	
278024057	1	1	1	
278024057	1	2	1	
278024057	1	2	2	
278024057	1	3	1	
278024057	1	3	2	
278051906	1	1	1	
278078903	1	1	1	
278078903	1	1	2	
278078903	1	1	3	
278615421	1	1	1	
278634010	1	1	1	
278634010	1	1	2	
278634010	1	2	1	
278634010	1	3	1	
278634010	1	4	1	
278634010	1	5	1	
278634010	1	5	2	
278634010	1	6	1	
278634010	1	6	2	
278634010	1	7	1	
278634010	1	8	1	
278634010	1	9	1	
278634010	1	9	2	
278634010	1	10	1	
278634010	1	11	1	
278634010	1	12	1	
278634010	1	13	1	
278634010	1	14	1	
278634010	1	14	2	
278634010	1	15	1	
278634010	1	16	1	
278634010	1	17	1	
278634010	1	18	1	
278634010	1	18	2	
278634010	1	19	1	
278634010	1	19	2	
278634010	1	20	1	
278634010	1	21	1	
278634010	1	22	1	
278634010	1	23	1	
278634010	1	23	2	
278658834	1	2	1	
278658834	1	3	1	
278658834	1	4	1	
278658834	1	5	1	
278658834	1	5	2	
278658834	1	5	3	
278703988	1	1	1	
278703988	1	1	2	
278703988	1	2	1	
278706162	1	1	1	
278708134	1	1	1	
278708134	1	2	1	
278708134	1	3	1	
278708134	1	3	2	
278708134	1	4	1	
278708134	1	4	2	
278708134	1	5	1	
278708135	1	1	1	
278708135	1	2	1	
278708135	1	3	1	
278708135	1	3	2	
278708135	1	4	1	
278823339	1	1	1	
278823339	1	1	2	
278823339	1	2	1	
278826808	2	1	1	
278826808	2	2	1	
278826808	2	3	1	
278899461	2	1	1	
278899461	2	2	1	
278899461	2	2	2	
278899461	2	2	3	
278901079	2	1	1	
278901079	2	2	1	
278901079	2	2	2	
278901079	2	3	1	
278901079	2	4	1	
278901079	2	5	1	
278901079	2	5	2	
278901079	2	6	1	
278991483	1	1	1	
279054842	2	1	1	
279054842	2	2	1	
279054842	2	3	1	
279054842	2	5	1	
279055830	1	1	1	
279055830	2	1	1	
279055830	2	1	2	
279088395	2	1	1	
279089140	1	1	1	
279157429	2	1	1	
279245231	1	1	1	
279245231	1	1	2	
279245231	1	2	1	
279245231	2	1	1	
279245231	2	3	1	
279314127	1	1	1	
279314127	1	1	2	
279314127	1	2	1	
279314127	1	3	1	
279314127	1	3	2	
279314127	1	3	3	
279314127	1	4	1	
279314127	1	4	2	
279314127	1	5	1	
279314127	1	6	1	
279314127	1	7	1	
279314127	1	8	1	
279314127	1	9	1	
279315384	1	2	1	
279315384	1	3	1	
279315384	1	4	1	
279315384	1	5	1	
279426213	2	4	1	
279511168	1	1	1	
279511168	2	1	1	
279511291	1	1	1	
279511291	1	1	2	
279511291	1	2	1	
279570232	1	2	1	
279570232	1	3	1	
279570232	1	4	1	
279570232	1	5	1	
279570232	1	5	2	
279570232	2	1	1	
279614617	1	1	1	
279614617	1	2	1	
279614617	1	4	1	
279614617	1	5	1	
279614617	1	6	1	
279614617	1	7	1	
279615427	1	1	1	
279615427	1	2	1	
279615427	1	3	1	
279615427	1	4	1	
279615427	1	5	1	
279615427	1	6	1	
279615427	2	1	1	
279615427	2	1	2	
279615427	2	2	1	
279615427	2	2	2	
279615427	2	3	1	
279615427	2	4	1	
279615427	2	4	2	
279637761	2	1	1	
279637761	2	2	1	
279726713	2	1	1	
279726713	2	2	1	
279726713	2	2	2	
279726713	2	3	1	
279726713	2	3	2	
279726713	2	3	3	
279726713	2	4	1	
279726713	2	5	1	
279726713	2	5	2	
279726713	2	6	1	
279726713	2	6	2	
279726713	2	6	3	
279726713	2	7	1	
279726713	2	8	1	
279726713	2	9	1	
279726713	2	10	1	
279726713	2	11	1	
279726713	2	11	2	
279726713	2	11	3	
279726713	2	11	4	
279726713	2	12	1	
279726713	2	12	2	
279742103	2	1	1	
279742103	2	2	1	
279742103	2	4	1	
279742103	2	5	1	
279742103	2	5	2	
279742103	2	5	3	
279742103	2	6	1	
279742103	2	7	1	
279742103	2	8	1	
279742103	2	9	1	
279742103	2	9	2	
279742103	2	10	1	
280052249	2	1	1	
280052249	2	1	2	
280098208	1	1	1	
280699328	1	2	1	
280794244	1	1	1	
280794244	1	2	1	
280794244	1	3	1	
280794244	1	4	1	
280794284	1	1	1	
280794284	1	2	1	
280830154	1	1	1	
280830154	2	1	1	
280910638	1	1	1	
280910638	1	2	1	
281461138	2	2	1	
281461138	2	2	2	
281461138	2	4	1	
281497804	1	1	1	
281497804	1	1	2	
281497804	1	2	1	
281497804	1	3	1	
281497804	2	1	1	
281497804	2	3	1	
281497804	2	3	2	
281498280	1	1	1	
281498280	1	2	1	
281498280	1	3	1	
281498280	1	3	2	
281498280	1	4	1	
281498280	1	5	1	
281498280	2	1	1	
281498280	2	2	1	
281498280	2	3	1	
281498280	2	4	1	
281498280	2	5	1	
281498280	2	6	1	
281498280	2	6	2	
281498280	2	7	1	
281542064	2	1	1	
281562429	2	1	1	
281562429	2	1	2	
281562429	2	1	3	
281562429	2	2	1	
281562429	2	2	2	
281562429	2	3	1	
281562429	2	3	2	
281573523	2	1	1	
281573523	2	1	2	
281573523	2	2	1	
281573523	2	3	1	
281573523	2	5	1	
281573523	2	6	1	
281573523	2	7	1	
281573523	2	7	2	
281573523	2	7	3	
281573523	2	8	1	
281573523	2	8	2	
281573523	2	9	1	
281573523	2	9	2	
281573523	2	10	1	
281573523	2	10	2	
281573523	2	11	1	
281573523	2	12	1	
281573523	2	13	1	
281573523	2	13	2	
281573523	2	14	1	
281573523	2	14	2	
281573523	2	15	1	
281573523	2	16	1	
281573523	2	17	1	
281573523	2	18	1	
281582156	1	1	1	
281582156	1	3	1	
281582156	1	4	1	
281582156	1	5	1	
281582156	1	6	1	
281582156	1	6	2	
281582156	1	10	1	
281582156	1	10	2	
281597810	2	1	1	
281599277	2	1	1	
281630320	1	1	1	
281630320	2	1	1	
281670243	2	1	1	
281670243	2	2	1	
281670243	2	3	1	
281670243	2	4	1	
281670243	2	5	1	
281708621	1	1	1	
281727075	1	1	1	
281779297	2	1	1	
281780792	2	1	1	
281780792	2	1	2	
281780792	2	2	1	
281780792	2	2	2	
281780792	2	3	1	
287148041	1	1	1	
287328866	1	1	1	
287329624	1	1	1	
287350461	2	1	1	
287350461	2	2	1	
287350461	2	4	1	
287350461	2	4	2	
287350461	2	5	1	
287350461	2	6	1	
287350461	2	7	1	
287350462	2	1	1	
287350462	2	2	1	
287350462	2	3	1	
287350462	2	4	1	
287350462	2	5	1	
287350462	2	6	1	
287428978	2	1	1	
287428978	2	2	1	
287428978	2	3	1	
287438823	1	1	1	
287438823	1	3	1	
287438823	1	4	1	
287438823	1	5	1	
287438823	1	5	2	
287438823	1	6	1	
287438823	1	7	1	
287438823	1	8	1	
287438823	1	8	2	
287438823	1	9	1	
287438823	1	10	1	
287438823	2	1	1	
287438823	2	1	2	
287438823	2	2	1	
287438823	2	2	2	
287584993	2	1	1	
287584993	2	2	1	
287584993	2	2	2	
287584993	2	3	1	
287584993	2	3	2	
287584993	2	4	1	
289575374	2	1	1	
289840926	1	1	1	
289840926	1	3	1	
289840926	1	4	1	
289840926	1	5	1	
289840926	1	6	1	
289840926	1	7	1	
289840928	1	1	1	
289840928	1	2	1	
289840928	1	3	1	
289840928	1	4	1	
289840928	1	5	1	
289840928	1	6	1	
289840928	1	7	1	
289840928	1	8	1	
290027057	1	1	1	
290496318	1	1	1	
290496318	1	1	2	
290496318	1	2	1	
290496318	1	3	1	
290496318	1	4	1	
290496318	1	5	1	
290496318	1	6	1	
290496318	1	7	1	
290496318	1	8	1	
290496318	1	9	1	
290496318	1	10	1	
290496318	1	11	1	
290496318	1	12	1	
290496318	1	13	1	
290496318	1	14	1	
290496318	1	15	1	
290496318	1	16	1	
290496318	1	16	2	
290496318	1	17	1	
293164462	2	2	1	
293164462	2	2	2	
293164462	2	3	1	
293273183	1	1	1	
293273183	1	2	1	
293273183	1	2	2	
293273183	2	1	1	
293273183	2	3	1	
293273183	2	4	1	
293273183	2	5	1	
293273183	2	6	1	
293273183	2	6	2	
293482385	1	2	1	
293482385	1	3	1	
293482385	1	4	1	
293482385	1	5	1	
293482385	1	7	1	
293482385	1	7	2	
293482385	1	8	1	
293482385	1	8	2	
293507177	1	1	1	
293507177	1	5	1	
293507177	1	6	1	
293507177	1	7	1	
293507177	1	8	1	
293507177	1	9	1	
293507177	1	9	2	
293507177	1	10	1	
293507177	1	10	2	
293507177	1	10	3	
293507177	1	11	1	
293507177	1	11	2	
293507177	1	12	1	
293507177	1	13	1	
293507177	1	14	1	
293507177	1	15	1	
293507177	1	15	2	
293507177	1	16	1	
293507177	1	17	1	
293507177	1	18	1	
293507177	1	19	1	
293507177	1	19	2	
293507177	1	20	1	
293508236	1	1	1	
293508236	1	2	1	
293618677	1	1	1	
293618677	1	2	1	
293618677	1	3	1	
293618677	1	3	2	
293970254	2	1	1	
294098955	2	1	1	
294098955	2	2	1	
294098955	2	3	1	
294098955	2	3	2	
294098955	2	4	1	
294098955	2	4	2	
294098955	2	5	1	
294329266	1	2	1	
294329266	1	3	1	
294329266	1	4	1	
294329266	1	5	1	
294329266	1	6	1	
294329266	1	6	2	
294329266	1	8	1	
294329266	1	8	2	
294329266	1	9	1	
294329266	1	11	1	
294329266	2	2	1	
294329266	2	3	1	
294329266	2	4	1	
294329266	2	4	2	
294329266	2	6	1	
294329266	2	6	2	
294329266	2	7	1	
294329266	2	8	1	
294329266	2	9	1	
294329266	2	9	2	
294329266	2	10	1	
294329266	2	11	1	
294329266	2	12	1	
294329266	2	13	1	
294329266	2	14	1	
294329266	2	14	2	
294329266	2	15	1	
294329266	2	16	1	
294667961	2	1	1	
294750180	1	1	1	
294750180	1	2	1	
294750180	1	3	1	
294750180	1	3	2	
294750180	1	4	1	
294750180	1	5	1	
294750180	1	7	1	
294750180	1	8	1	
294750180	1	8	2	
294750180	1	9	1	
294750180	1	10	1	
294750180	1	10	2	
294750180	1	11	1	
294750180	1	12	1	
294750180	1	12	2	
294750180	1	13	1	
294750180	1	14	1	
294750180	1	14	2	
294750180	1	15	1	
294750180	1	16	1	
294750180	1	16	2	
294750180	1	16	3	
294750180	1	17	1	
294750180	1	17	2	
294750180	1	17	3	
294754396	1	1	1	
294754396	1	3	1	
294754396	1	4	1	
294754396	1	5	1	
294754396	1	6	1	
294754396	1	7	1	
294754396	1	8	1	
294754396	1	9	1	
294754396	1	10	1	
294754396	2	2	1	
294754396	2	3	1	
294754396	2	4	1	
294754396	2	5	1	
294754396	2	6	1	
294754396	2	6	2	
294754396	2	8	1	
299798795	1	1	1	
299798795	1	3	1	
299798795	1	4	1	
299798795	1	5	1	
299798795	1	6	1	
299798795	1	8	1	
299798795	1	9	1	
299798795	1	9	2	
299798795	1	10	1	
299798795	1	10	2	
299798795	1	10	3	
299798795	1	11	1	
299798795	1	12	1	
299798795	1	14	1	
300037002	1	1	1	
300037002	1	2	1	
300266322	1	3	1	
300266322	1	4	1	
300266322	1	5	1	
300290733	1	1	1	
300290733	2	1	1	
300290733	2	2	1	
300290733	2	3	1	
300329283	2	1	1	
300329283	2	1	2	
300443794	1	1	1	
300709924	2	2	1	
300864518	1	1	1	
300864518	1	2	1	
300866996	1	1	1	
300866996	1	2	1	
300866996	1	3	1	
300866996	1	4	1	
300866996	2	1	1	
300866996	2	2	1	
300866996	2	3	1	
300866996	2	4	1	
300866996	2	4	2	
300866996	2	5	1	
300866996	2	6	1	
300866996	2	7	1	
300866996	2	8	1	
300866996	2	10	1	
300866996	2	10	2	
300866996	2	10	3	
300866996	2	11	1	
300969581	1	1	1	
300969581	1	2	1	
300969581	1	3	1	
300969581	2	2	1	
300969581	2	3	1	
300969581	2	5	1	
300969581	2	5	2	
300969581	2	5	3	
300969581	2	7	1	
300969581	2	8	1	
300969581	2	9	1	
300969581	2	9	2	
300972613	2	1	1	
300972613	2	2	1	
300972613	2	3	1	
302116397	1	1	1	
302116397	1	1	2	
302116397	1	2	1	
302116397	1	2	2	
302116397	1	3	1	
302116397	1	4	1	
302116397	1	5	1	
302116397	1	5	2	
302116397	1	6	1	
302116397	1	6	2	
302116397	1	6	3	
302116397	1	7	1	
302116397	1	8	1	
302116397	1	8	2	
302116397	1	9	1	
302116397	1	9	2	
302116397	1	10	1	
302116397	1	11	1	
302296434	1	1	1	
302296434	1	2	1	
302296434	1	3	1	
302296434	1	3	2	
302296434	1	4	1	
302296434	1	4	2	
302296434	1	4	3	
302296434	1	6	1	
302296434	1	7	1	
302296434	1	8	1	
302298728	1	1	1	
302298728	1	2	1	
302298728	1	3	1	
302298728	1	4	1	
302298728	1	4	2	
302298728	1	5	1	
302298728	1	6	1	
302333352	1	2	1	
302333352	1	2	2	
302333352	1	3	1	
302376679	1	1	1	
302376679	1	2	1	
302376679	1	3	1	
302376679	1	3	2	
302376679	1	4	1	
302376679	1	5	1	
302455581	1	1	1	
302751788	1	1	1	
302965929	1	1	1	
302965929	1	1	2	
302965929	1	2	1	
302965929	1	3	1	
302965929	1	3	2	
302965929	1	4	1	
302965929	1	5	1	
302965929	1	6	1	
302965929	1	7	1	
302965929	1	8	1	
302965929	1	9	1	
302965929	1	9	2	
303909762	1	2	1	
303909762	1	3	1	
303909762	1	4	1	
303909865	1	1	1	
303909865	1	1	2	
303953275	1	1	1	
303953275	2	1	1	
303953275	2	1	2	
304032310	1	3	1	
304032310	1	4	1	
304032310	1	5	1	
304096841	2	1	1	
304096841	2	2	1	
304098027	2	1	1	
304133717	2	1	1	
304133717	2	3	1	
304392811	2	1	1	
306577678	1	1	1	
306577678	1	4	1	
306577678	2	1	1	
306577678	2	1	2	
306577678	2	4	1	
306736831	2	2	1	
306736831	2	3	1	
306736831	2	4	1	
306736831	2	4	2	
306736831	2	6	1	
306736831	2	7	1	
306736831	2	8	1	
306736831	2	8	2	
306736831	2	9	1	
306736831	2	10	1	
306736831	2	11	1	
306736831	2	12	1	
306736831	2	13	1	
306736831	2	13	2	
306736831	2	13	3	
306740183	1	1	1	
306826065	1	2	1	
306826065	1	2	2	
306826065	1	3	1	
306826065	1	4	1	
306826065	2	1	1	
306826065	2	2	1	
306826065	2	2	2	
306826065	2	2	3	
306826065	2	3	1	
306931200	2	2	1	
306931200	2	3	1	
306931200	2	5	1	
306931200	2	6	1	
307031724	1	1	1	
307031724	1	1	2	
307031724	1	2	1	
307031724	1	2	2	
307031724	1	2	3	
307031724	2	1	1	
307031724	2	2	1	
307290964	2	2	1	
307367073	2	1	1	
307437493	2	1	1	
307437493	2	1	2	
307490251	2	1	1	
307490251	2	2	1	
307711716	2	1	1	
307711716	2	1	2	
307714152	2	1	1	
307715447	2	1	1	
307783859	2	1	1	
307921974	2	1	1	
308183430	2	1	1	
308183430	2	1	2	
308183430	2	3	1	
308183430	2	6	1	
308183430	2	7	1	
308209545	2	2	1	
308209545	2	4	1	
308209545	2	4	2	
308209545	2	5	1	
308209545	2	6	1	
308209545	2	7	1	
308209545	2	8	1	
308209545	2	9	1	
308209545	2	10	1	
308209545	2	10	2	
308209545	2	12	1	
308209545	2	13	1	
308209545	2	13	2	
308451526	1	1	1	
308451526	1	2	1	
308451526	1	4	1	
308451526	1	5	1	
308451526	1	6	1	
308451526	1	7	1	
308451526	1	8	1	
308451526	1	10	1	
308451526	1	11	1	
308451526	1	13	1	
308451526	1	13	2	
308543286	1	1	1	
308543286	1	2	1	
308543286	1	2	2	
308543286	1	2	3	
308543286	1	3	1	
308543286	1	3	2	
308543286	1	3	3	
308543286	1	4	1	
308543286	1	5	1	
308543286	1	7	1	
308543986	1	1	1	
308662088	1	1	1	
309062208	1	1	1	
309062208	1	1	2	
309062208	1	1	3	
309299238	1	2	1	
309299238	1	2	2	
309299238	1	3	1	
309299238	1	5	1	
309472899	1	1	1	
309617141	1	1	1	
309617141	1	2	1	
309617141	1	4	1	
309617141	1	5	1	
309617141	1	6	1	
309617141	2	1	1	
309617141	2	2	1	
309617141	2	3	1	
309617141	2	3	2	
309618860	2	2	1	
309658394	2	1	1	
309658394	2	2	1	
309714906	1	1	1	
309714906	1	1	2	
309714906	1	2	1	
309714906	1	3	1	
309714906	1	4	1	
309791561	2	1	1	
309791561	2	2	1	
309791561	2	3	1	
309791561	2	4	1	
309791561	2	5	1	
309791561	2	5	2	
309791561	2	6	1	
309791561	2	7	1	
309791561	2	8	1	
309791561	2	8	2	
311057057	2	1	1	
311057057	2	2	1	
311057057	2	3	1	
311057057	2	3	2	
311057057	2	3	3	
311057057	2	4	1	
311057057	2	4	2	
311057057	2	5	1	
311057057	2	7	1	
311057057	2	8	1	
311410850	2	1	1	
311410850	2	2	1	
311410850	2	3	1	
313890957	2	1	1	
313890957	2	1	2	
313890957	2	2	1	
313891046	2	1	1	
313891046	2	1	2	
313891046	2	2	1	
313891046	2	3	1	
313891046	2	4	1	
313932570	2	1	1	
313934058	2	1	1	
313934111	2	1	1	
313934132	2	2	1	
313934132	2	3	1	
313934132	2	3	2	
313934132	2	4	1	
313934186	2	1	1	
313934195	2	1	1	
313934195	2	1	2	
313934217	2	1	1	
314018646	2	1	1	
314018646	2	2	1	
314018646	2	3	1	
314018646	2	4	1	
314018646	2	4	2	
314018646	2	5	1	
314018646	2	5	2	
314018646	2	6	1	
314018646	2	7	1	
314018646	2	8	1	
314018646	2	9	1	
314018646	2	10	1	
314018646	2	10	2	
314018646	2	12	1	
314018646	2	13	1	
314018646	2	15	1	
314018646	2	16	1	
314018646	2	17	1	
314825931	1	1	1	
314825931	1	2	1	
314864866	1	2	1	
314864866	1	2	2	
314864866	1	3	1	
314864866	1	4	1	
314864866	1	5	1	
314864866	1	6	1	
314864866	1	7	1	
314865597	2	1	1	
314865597	2	2	1	
314865597	2	3	1	
316805931	2	1	1	
316805931	2	1	2	
316805931	2	1	3	
316805931	2	2	1	
316805931	2	4	1	
316805931	2	6	1	
316805931	2	7	1	
316976676	1	2	1	
316976676	1	3	1	
316976676	1	3	2	
316976676	1	4	1	
316976676	1	4	2	
316976676	1	5	1	
316976676	1	6	1	
316976676	1	7	1	
316992294	1	1	1	
317016534	1	1	1	
318606698	1	1	1	
318606698	1	1	2	
318606698	1	1	3	
318606698	1	2	1	
319289907	1	1	1	
319289907	1	2	1	
319289907	1	3	1	
319289907	1	4	1	
319289907	1	4	2	
319289907	1	5	1	
319289907	1	6	1	
319289907	1	7	1	
319466859	2	1	1	
319466859	2	2	1	
322051377	2	1	1	
322051377	2	2	1	
322051377	2	2	2	
322051377	2	3	1	
322051377	2	4	1	
322051381	2	1	1	
322051381	2	1	2	
322051381	2	2	1	
325178532	1	1	1	
325178532	1	2	1	
325178532	1	3	1	
325178532	1	3	2	
325178532	1	5	1	
325178532	1	6	1	
325178532	1	7	1	
325178532	1	8	1	
325178532	1	8	2	
325178532	1	10	1	
325178532	1	12	1	
325178532	1	12	2	
325178532	1	13	1	
325178532	1	14	1	
325205605	1	1	1	
325205605	1	1	2	
325205605	1	2	1	
325220989	1	1	1	
325220989	1	1	2	
325220989	1	2	1	
325220989	1	2	2	
325220989	1	2	3	
325220989	1	2	4	
325220989	1	3	1	
325220989	1	3	2	
325220989	1	6	1	
325220989	1	7	1	
325220989	1	8	1	
325220989	1	9	1	
325220989	1	9	2	
325220989	1	11	1	
325220989	1	12	1	
325220989	1	14	1	
325220989	1	14	2	
325220989	1	15	1	
325220989	1	16	1	
325220989	1	17	1	
325220989	1	18	1	
325525541	1	2	1	
325525541	1	2	2	
325525541	1	4	1	
326393023	1	1	1	
326393023	1	1	2	
326393023	1	2	1	
326393023	1	3	1	
326393023	1	3	2	
326445217	1	2	1	
326445217	1	3	1	
326445217	1	4	1	
326445217	1	5	1	
326445217	1	6	1	
326445217	1	6	2	
326446019	2	1	1	
326446019	2	1	2	
326446019	2	2	1	
326446019	2	3	1	
326446019	2	4	1	
326446019	2	5	1	
326446019	2	6	1	
326446019	2	7	1	
326446019	2	8	1	
326446019	2	8	2	
326446019	2	8	3	
326446019	2	8	4	
326446019	2	9	1	
326446019	2	10	1	
326446019	2	11	1	
326446019	2	11	2	
326446019	2	13	1	
326446019	2	14	1	
326446019	2	15	1	
326446019	2	15	2	
326446019	2	16	1	
326446019	2	17	1	
326446019	2	18	1	
326446019	2	19	1	
326446019	2	20	1	
326446019	2	21	1	
326446019	2	21	2	
326446019	2	22	1	
326446019	2	22	2	
326446019	2	23	1	
326446019	2	24	1	
326446019	2	25	1	
327667965	1	1	1	
327667965	1	1	2	
327667965	1	2	1	
327667965	1	3	1	
327724630	1	2	1	
327953002	2	1	1	
327953002	2	1	2	
327953002	2	3	1	
327953002	2	4	1	
327953002	2	4	2	
327996089	2	2	1	
332487879	2	1	1	
332487879	2	4	1	
332487879	2	4	2	
332487879	2	4	3	
332488398	2	1	1	
332488398	2	2	1	
332507607	2	1	1	
332507719	2	2	1	
332517282	2	1	1	
332517282	2	1	2	
332517282	2	2	1	
332517282	2	3	1	
332517282	2	4	1	
332517282	2	5	1	
332517282	2	6	1	
332517282	2	7	1	
332517282	2	8	1	
332517282	2	9	1	
339576478	1	1	1	
339576478	1	3	1	
339576478	1	4	1	
339576478	1	5	1	
339576478	1	6	1	
339576478	1	7	1	
339576478	1	8	1	
339576478	1	9	1	
339576478	1	9	2	
339576478	2	1	1	
339576478	2	5	1	
339576478	2	6	1	
339576478	2	6	2	
339576478	2	7	1	
339576478	2	8	1	
339576478	2	9	1	
339576478	2	9	2	
339576478	2	10	1	
339576478	2	10	2	
339576478	2	11	1	
339576478	2	11	2	
339607562	2	1	1	
339607562	2	2	1	
339607562	2	2	2	
339607562	2	3	1	
339607562	2	4	1	
339607562	2	5	1	
339607562	2	6	1	
339607562	2	7	1	
339607562	2	8	1	
339607562	2	9	1	
339607562	2	10	1	
339633702	1	2	1	
339633702	1	3	1	
339633702	1	4	1	
339633702	1	6	1	
339633702	2	2	1	
339633702	2	3	1	
339770560	1	1	1	
339770560	1	3	1	
339770560	1	3	2	
339770560	1	3	3	
339770560	1	4	1	
339770560	2	2	1	
339891888	1	1	1	
340703767	2	1	1	
340703767	2	3	1	
340703767	2	5	1	
340703767	2	6	1	
340703767	2	7	1	
340703767	2	8	1	
340703767	2	8	2	
340703767	2	9	1	
340703767	2	10	1	
340703767	2	11	1	
340703767	2	12	1	
340703767	2	12	2	
340703767	2	13	1	
340703767	2	14	1	
340703767	2	15	1	
340703767	2	15	2	
340703767	2	16	1	
340703767	2	17	1	
340703767	2	18	1	
340703767	2	19	1	
340703996	2	1	1	
340703996	2	1	2	
340703996	2	3	1	
340703996	2	4	1	
340703996	2	5	1	
340703996	2	5	2	
340703996	2	6	1	
340703996	2	7	1	
340703996	2	9	1	
348718444	1	1	1	
348718444	1	2	1	
348763552	1	1	1	
348763552	1	2	1	
348839788	1	1	1	
348839788	1	2	1	
348839788	1	3	1	
348839788	2	1	1	
348839788	2	2	1	
348841387	1	1	1	
348841387	1	2	1	
348841387	2	1	1	
348898049	1	1	1	
348898049	1	2	1	
348898049	1	3	1	
348898049	1	4	1	
348898049	1	5	1	
348898049	1	5	2	
348898049	1	5	3	
348898049	2	1	1	
348898049	2	2	1	
348898049	2	3	1	
348898049	2	4	1	
348898049	2	5	1	
348898049	2	6	1	
348992095	1	1	1	
348992095	1	1	2	
348992095	1	1	3	
348992095	1	2	1	
348992095	1	3	1	
348992095	1	3	2	
348992095	1	3	3	
348992095	1	5	1	
348992095	1	5	2	
348992095	1	5	3	
348992095	1	7	1	
348992095	1	8	1	
348992095	1	9	1	
348992095	2	1	1	
348992095	2	3	1	
348992095	2	4	1	
348992095	2	5	1	
348992095	2	6	1	
349152048	2	1	1	
349152048	2	2	1	
349152048	2	2	2	
349192028	1	1	1	
349192028	1	2	1	
349192028	1	3	1	
349192028	1	3	2	
349192028	1	4	1	
349192028	2	2	1	
349192028	2	2	2	
349192028	2	3	1	
349192028	2	4	1	
349192028	2	5	1	
349192028	2	6	1	
349192028	2	7	1	
349273863	1	1	1	
349273863	1	2	1	
349273863	2	1	1	
349518888	1	1	1	
349518888	1	2	1	
349762144	1	1	1	
349762144	1	4	1	
349762144	1	5	1	
349762144	1	6	1	
349762144	2	1	1	
349762144	2	2	1	
350025862	2	1	1	
350025862	2	3	1	
350142099	1	1	1	
350142099	1	2	1	
350142099	1	2	2	
350142099	1	6	1	
350142099	1	7	1	
350142099	1	7	2	
350142099	1	8	1	
350142099	1	9	1	
350142099	1	10	1	
350142099	1	11	1	
350142099	1	11	2	
